,Review,sentiment
167,This is just one more of those hideous films that you find on Lifetime TV which portray the abhorrent behavior of some disgusting woman in an empathetic manner. Along with other such nasty films as The Burning Bed Enough or Monster this film takes a disgusting criminal and attempts to show the viewer why she's not such a bad person after all. Give us a break Here's my question to the filmmakers If LeTourneau were a man and Vili were a 12 year old girl would you have made a picture sympathizing and empathizing with this person Answer Hell no.Imagine switching the genders in this film and then you'll see just why myself and others here consider this a worthless piece of garbage. Were the genders switched there would be no attempt to empathize with the criminal. Instead we'd likely be treated to a portrayal of a monstrous and hideous man preying upon a young girl his lascivious behavior landing him in prison and his brainwashed victim suffering from Stockholm Syndrome. The only reason LeTourneau does not receive the same treatment in this film is by virtue of her sex.Let's call a spade a spade. LeTourneau is a pedophile. Plain and simple. No ifs ands or buts. She's a criminal who belongs in prison and deserves our derision and contempt but certainly not our pity or empathy.,negative
168,The premise of this movie was decent enough but with sub par acting it was just bland and dull.SPOILERS The film does not work because of the nature of the death it was accidental so although it was a murder it wasn't like the guy set out to do it. Also through some flashbacks there is a secret that is revealed that sort of makes the events like justice to a degree. There is no emotion in this film. The first 20 minutes or so is just this woman calling her sister and hearing her message. It was dull and boring.With some polishing and better acting it could have been pretty good.,negative
169,The Lives of the Saints starts off with an atmospheric vision of London as a bustling city of busy quaint streets and sunshine. I was hoping it would maintain this atmosphere but it gets bogged down in a story that goes pretty much nowhere.Othello works for big fat Mr. Karva his crimeboss stepdad at least I think that is what he is supposed to be because it's never really defined but he does drop kittens into deep fat friers so trust me he's a prick doing scrappy little errands while his skanky girlfriend gives daddy handjobs. One of his colleagues is Runner a black dude who is always dashing from A to B. Until the day he comes across almost mute homeless child who grants him his wish of being able to stop running. Runner dumps the lost boy in Othello's flat where he promptly starts granting more wishes. Keen to have some of his own desires fulfilled Karva has the boy kidnapped. But he isn't sure of what would really bring him happiness. Is it the innocence of being a child again or is it another handjob Either way I don't want to see the little boy grant him the second.It just takes ages to get going and there are loads of repetitive scenes. The ending tries to be shocking but since there's hardly any backstory on investment in any of these characters it only serves as a release for the bored audience.Writer Tony Grisoni a favourite of Terry Gilliam tries to blend in some kind of religious allegory which ends up being pretentious as all hell ironically. If he gave us something more accessible or at least had better explanations for the characters suddenly acting all weird then it would have been a more enjoyable film. As it is we are introduced to a bunch of annoying loudmouths who then miraculously seem to develop intelligence when confronted by the mysterious boy. Who's origins are never revealed. That's just plain irritating Aside from sporadic moments of atmosphere and a moody score this film has little to recommend.,negative
170,I can't emphasize it enough do NOT get this movie for the kids.For that matter you'd best spare the adults from it as well.All right perhaps I'm overexaggerating a little. This isn't the worst kids' movie... no let me rephrase that. This isn't the worst movie made by dissilusioned adults FOR dissilusioned adults and somehow marketed towards kids that would be Jack which I've been meaning to review  gut like a fish.Adults won't learn anything surprising well if you must fastforward to just before the end credits for a Educational Bit about an Interesting Cosmic Phenominon. We don't usually end up doing as adults what we wanted to do as kids as reality tends to get in the way. Well duh I could have told you that so can four years of college at an art school but I degress.I have no idea what the heck kids could possibly get out of this movie. Most likely it will only upset them we get to watch the moment when Russ was traumatized at eight years old. There's a better movie Kiki's Delivery Service that has essentially the same message but handles it litely instead of drilling it into your head. And the adults will like it tooBy the way there is a moment in the movie made with amature MST3Kers in mind if they think of that OTHER Bruce Willis movie with a sad little kid in it.,negative
171,Is nothing else on TV Are you really bored Well then watch Phat Beach. However don't rent it and definitely DO NOT buy it. That would be a big mistake.I watched this on TV and found myself laughing at certain points. I did not laugh long and I did not laugh hard. However there were subtle jokes and comments I laughed at. If you are looking for an extremely funny hood movie then watch Friday. If you are looking for a powerful emotional movie something that this movie tries at..kind of watch something like hoop dreams or Jason's Lyric. If you are lookin for some good black booty go watch a Dominique Simone porn flick because the nudity in this movie is nearly nonexistent. However if you have nothing better to do and this is on cable go ahead and watch it. You will be slightly amused.3 out of 10,negative
172,The Elegant Documentary Don't watch this movie ... if you're an egotistical knowall student of physics. This much less than one percent miniscule fraction of the population may find that this show just tells them what they have already learned and already know.Do watch this movie  If you're one of the massive majority of people that fall into the greater than 99 of the population that does not study or already have a sound knowledge of the theories of physics including Relativity Quantum String and Mtheory.What a brilliantly architected documentary. Starting with some helpful historical background you will be lead step by elegant step into a Universe of pure magic  and dimensions beyond. I have always had a huge appreciation of Mathematics. This movie can easily give you an insight into what an exquisitely beautiful language mathematics is without making you feel like you're about to fail the grade.The show is repetitive at times as the original format was a miniseries split over three shows. It therefore makes sense to give us polite little reminders of the principles being presented. I found this immensely helpful as it kept reminding me of the multitude of questions and possible answers that make up this amazing tapestry of our very existence.We are all and everything around us is vibrationalenergy with a natural tendency towards harmony. This movie may blow your mind  or at least help you realize that the universe is far far bigger than that which we see around us even with the Hubble Telescope and far far smaller than the protons and neutrons within the atoms we learned about in highschool. Mtheory holds many magnificent magnitudes of 'possibility'.It just seemed so appropriate that all of this elegance should by it's very nature move by admission by the many brilliant scientists presenting out of the realm of Science and into the realm of Philisophy.You do not have to be religious at all to feel like this movie brought you one step closer to God.Bravo Brian Greene. Well done indeed.P.S. If you're interested in feeling even more comfortable and at home in your place in the Universe and would like some more insight into the 'possibilities' Quantum mechanics blended with Spirituality of all things can bring then I highly recommend that you also watch What the Bleep  Down the Rabbit Hole. Yes I know they make a few silly mistakes by suggesting a Shaman may not be able to see a boat if he hasn't seen one before my eyes process light reflections just fine  I see things everyday that I've never seen before and brain cells are cells in the body that actually don't divide. But if you can get over these little hurdles and put down the things you don't like and hang on to those that you do  there is a lot to like about this film.Then watch The Secret 2006 documentary about The Law of Attraction  search for IMDb title tt0846789. This information just might change your life profoundly  forever. If you search deeper you might even find the Universe is talking to us with thought if you'll listen  and some are  and that is truly incredible. There is a modern day JesusMohammadBuddha those among others that history suggests have communicated with the nonphysical alive today and she lives in Texas. I know some of you know what I'm talking about.I do not consider myself religious by any traditional definition but I have never felt more at home or as comfortable in the Universe as I do now.,positive
173,In 1993 with the success of the first season of Batman The Animated Series Warner Brothers commissioned the team responsible for the hitshow with producing a featurelength movie originally slated for DirectToVideo but bumped up to theatrical status. It would become known as Batman Mask of the Phantasm. Ten years after Phantasm we have had an additional three featurefilms released from the boys at the WB SubZero Return of the Joker and now Mystery of the Batwoman joins the family.The plot is basic and in many ways similar to Mask of the Phantasm A new female vigilante modeling herself after Batman has begun targeting operations run by Gotham mob boss Rupert Thorne and Oswald Cobblepot AKA The Penguin. Now Batman must attempt to unravel the mystery of the Batwoman before she crosses the line.The animation is the sleeker futuristic style that was utilized for Batman The Animated Series' fifth and sixth seasons AKA The New Batman Adventures.  it's quite nicely done and just as sleek as Return of the Joker's animation. There is also some use of CGI but it's minor compared to the overabundance of it in SubZero. The music was alright. Different and exotic and similar to the Justice League score although the points in the score when the old animated Batman theme comes up will be sure to send waves of nostalgia through the older fans' rodentshaped hearts.Kevin Conroy as always does a wonderful job as Bruce Wayne and Batman. It's also great to have the old Batman The Animated Series alumni back that includes Bob Hastings Commissioner Gordon Robert Costanzo Detective Bullock Tara Strong Barbara GordonBatgirl her cameo hints at the romanticrelationship between her and Bruce that was mentioned in Batman Beyond and Efrem Zimbalist Jr.Alfred.Villains were also great  especially given that Rupert Thorne the old mob boss from the original series appears for the first time since the fourth season.Overall while not quite reaching the standard set by Mask of the Phantasm ten years ago MOTB carries on the torch quite nicely for the animated Batman films. And if you have the DVD and are a hardcore fan you will love the fiveminute short Chase Me.,positive
174,I think this movie was supposed to be shocking. But the only way in which it is indeed shocking is how shocking badly it's been made ...and simply is. It's oneandahalf hour of torment. Even more so for the viewer than for the characters in the movie the five girls.Sure the main characters get their bloody piece in a bad way which is basically fine since it's a horrormovie. And I usually like horrormovies. I've no problem with violence in these type of movies per se. However all the violence in this film serves no end whatsoever. It's no spectacle other than that it's simply grotesque. It's so lame it even gets boring and really quick too.The worst thing if the above wasn't bad enough for ya about this movie is that they've tried to copy the Blair Whitch Project by filming with cheap handheldcameras. But again this too serves no end whatsoever. In the Blair Which sure enough there's an explanation namely they are their with a camera looking for the blair witch. In this film there's no other explanation than Hey ya'll we wanted this to LOOK LIKE the Blair Whitch The sound in the movie is also something to get depressed about. The girls are screaming so hysterically that many a time you can't make out what they're saying. Also no effort has been made to make anything any better soundwise or other wise.Than finally there's the soundtrack which is just as bad as the rest and varies from cheap eurohouse to the worst grungy hardrock...My advise Don't watch this under ANY circumstances.,negative
175,Why can't a movie be rated a zero Or even a negative number Some movies such as Plan Nine From Outer Space are so bad they're fun to watch. THIS IS NOT ONE. The Dungeon of Horror might be the worst movie I've ever seen some of anyway. I HAD to fast forward through a lot of it. Fortunately for the indiscretions of my youth and senility of my advancing age there may be worse movies I've seen but thankfully I can't remember them. The sets appeared to be made with cardboard and finished with cans of spray paint. The special effects looked like a fifth grader's C diorama set in a shoebox. The movie contained unforgivable gaffs such as when the Marquis shoots and kills his servant. He then immediately gets into a scuffle with his escaping victim who takes his flintlock and shoots him with it without the gun having been reloaded This movie was so bad my DVD copy only had name credits. I guess no company or studio wanted to be incriminated. Though I guess when you film in your garage and make sets out of cardboard boxes a studio isn't needed. This movie definitely ranks in my cellar of all time worst movies with such horrible sacrileges as The Manipulator the worst movie I have ever seen with an actual one time Hollywood leading manMickey Rooney. The only time I would recommend watching The Dungeon of Harrow or The Manipulator for that matter would be if someone were to pay you. I'm kind of cheap I'd have to have 7 or 8 bucks for Dungeon and at least ten for Manipulator. philthe never out of the can cinematographer,negative
176,This movie took me by surprise. The opening credit sequence features nicely done animation. After that we're plunged into a semicheesy production betraying its low budget. The characters typical American teens are introduced slowly with more personal detail than is usually found in movies like this. By the time the shlitz hits the fan we know each one of the characters and either like or hate them according to their distinct personalities. It's a slow uphill setup kind of like the ride up a slope of a really tall roller coaster. Thankfully once the action kicks in it's full blown old school HORROR Steve Johnson's makeup effects are awesome. Equal in quality to much bigger budgeted films. And the scares are jolting. Kevin Tenney delivers his best movie ever with heartstopping surprises and creepy suspenseful setups. The tongueincheek sometimes cheesy humor marks this film as pure 80s horror as opposed to the sullen tone of earlier genre fare like Night of the Living Dead or Hills Have Eyes. But for true horror fans this one is worth checking out. Play it as the first entry on a double bill with the 1999 remake of House on the Haunted Hill. The setup and character dynamics are so similar that you really have to wonder what film they were actually remaking,positive
177,Though I'd heard that Cama de Gato was the worst Brazilian movie of the decade I watched it giving it a chance after all firsttime directorproducerwriter Alexandre Stockler managed to make his debut feature shot in video for just US 4000 and  though it looks even cheaper  I can't begin to imagine all he went through to finally get it exhibited in theaters with no big sponsors or production companies behind it then as I watched it I realized why. But whatever chances you're ready to give to Cama de Gato they shrink to zero within 10 minutes it's an unbelievably preposterous verbose ideologically fanatical and technically catastrophic attempt to portray Brazilian uppermiddle class youth as a bunch of spoiled neoNazis hooked on bad sex drugs and violence and they're made to look like closeted gays too made with no visible trace of talent imagination expertise or notion of structure. Visually and aurally it recalls the worst amateur stuff you can find on YouTube  only here it lasts NINETY TWO count'em minutes of unrelenting hysteria and clumsiness and it's not even funnybad.We've all seen the story before bored young guys want to have fun go partying take drugs and everything goes wrong  there's gangrape spanking murder the accidental death falling down the staircase of the mother of one of the boys culminating with the boys deciding to burn the corpses of the girl and the mother in a garbage landfill. Moral and literal garbage get it The film is heavily influenced by Larry Clark especially Kids and Bully but Clark's films  though also moralist and sexploitative  are highclass masterworks compared to this crap.I don't think there was ever such monomaniacal drive in a filmmaker to stick his ideas down the audience's throat Stockler grabs us by the collar and tries to force his nonstop moralist rant into our brains by repetition and exhaustion  you DO get numbminded with so much babbling yelling inept direction shaky camera and terrible acting going on. Stockler doesn't care a bit about technique the quality of the images framing sound recording soundtrack songs dialog sets editing etc is uniformly appalling but he's a narcissistic controlfreak he anticipates the criticisms he's bound to get by adding subtitles with smartiecutie comments and by making the protagonists comment at one point how farfetched and phony it all is I could relate to THAT. Despite his megalomaniac ambitions Stockler seems incapable of giving us a minimum of visual or narrative structure  he can't even decide if he wants gritty realism handheld video camera etc or stylization repetition of scenes use of alternate takes etc. Damn he can't even decide WHERE to put his camera there's use of subjective camera for the THREE leads The dialog features some of the most stupefyingly banal verbosity ever the plot exists simply to justify the director's profound hatred for his characters and what they stand for. All you see is a filmmaker being hateful preachy condemning moralizing without the benefit of a minimum of talent or technique to go with it.It's very disappointing to find Caio Blat in this mess. Certainly one of the most promising young film actors in Brazil with his sleepyeyed puppy dog looks and emotional edge that often recall Sal Mineo's Blat can be highly effective under good direction as in Carandiru Lavoura Arcaica Proibido Proibir. Here he's told to go over the top and he has to play with some of the most embarrassingly underequipped actors in recent memory. He also enters the risky realm of graphic sexploitation scenes so goddawful they look rather like webcam porn.The film opens and ends with real interviews with typical  middleclass youth  Stockler wants us to take those interviews as proof of what he's trying to preach in fiction. But he blatantly despises and makes fun of his interviewees selecting a highlight of abject racist sexist stupid statements which only shows assholes exist everywhere. Stockler wants to prove that Brazilian middleclass youths are ALL present or future fascists BECAUSE they're middleclass and enjoy recreational drugs is he saying all neofascists are on drugs Or that drugs potentialize fascist behavior I couldn't tell. With its dogmatic selfrighteousness headacheinducing technique and mindbending boredom Cama de Gato is bad for a 1000 reasons but above all it's harmful in a very insidious manner it gives detractors of Brazilian cinema a powerful case of argument. Cama de Gato is best unwatched unmentioned buried and forgotten.,negative
178,An unforgettable masterpiece from the creator of The Secret of Nimh and The Land Before Time this was a very touching bittersweet cartoon. I remember this very well from my childhood it was funny and sad and very beautiful. Well it starts out a bit dark a dog who escaped the pound and gets killed by an old friend ends up in Heaven and comes back. But it becomes sweet when he befriends an orphaned girl who can talk to animals. Some scenes were a bit scary contrary to other cartoons like the dream sequence of Charlie but everything else was okayand the songs were fair. A memorable role of Burt Reynolds and Dom DeLuise I just love that guy ahehehe. And Judith Barsi of Jaws The Revenge may God rest her soul poor girl she didn't deserve to die but she is in Heaven now all good people go to Heaven. Overall this is a very good animated movie a Don Bluth classic enough to put anime and Disney to shame. Recommended for the whole family. And know this if you have the original video of this you'll find after the movie Dom DeLuise has a very important and special message gotta love that guy ahehehe.,positive
179,This movie was a failure as a comedy and a film in general. It was a very slow paced movie that seemed to be trying to convey a message but the message was a clich hopeless mess to begin with. This movie falls on shameless environmental point even making a selfrighteous point of destroying an SUV and promoting Animal Planet.In sitting through this I couldn't help but notice that Steve Carell got no more than a single truly funny line. The only thing that could hypothetically mark this as a comedy is the pitiful attempt to give comic relief lines to Wanda Sykes. Her character gets frequent cringeworthy lines where they absolutely do not fit.Far from the brilliance of Bruce Almighty Evan Almighty blows its whole recordbreaking budget on special effect plot devices that turn out to barely advance the plot. The movie spends the first half building up to the construction of Evan's ark but by the end we learn that the ark was completely meaningless and the whole plot was a just a vessel for the stupid gags and even stupider messages. The movie concludes when we learn that the whole ark flood and animal gathering was just a weak political statement by none other than God. Yes God was trying to influence politics.,negative
180,It is so gratifying to see one great piece of art converted into another without distortion or contrivance. I had no guess as to how such an extraordinary piece of literature could be recreated as a film worth seeing. If you loved Bulgakov's book you would be understandably afraid of seeing some misguided interpretation done more for the sake of an artfilm project than for actually bringing the story's deeper meaning to the screen. There are a couple examples of this with the Master and Margarita. As complex and farfetched as the story is the movie leaves out nothing. It is as if the filmmaker read Bulgakov's work the same way an orchestral conductor reads a scorewith not a note missed. Why can't we find such talent here in the U.S.  So now my favorite book and movie have the same title.,positive
181,This movie is very violent yet exciting with original dialog and cool characters. It has one of the most moving stories and is very true to life. The movie start off with action star Leo Fong as a down and out cop who is approaching the end of his career when he stumbles on to a big case that involves corruption black mail and murder. This is where the killings start. From start finish Fong delivers in this must see action caper. This movie also costars Richard Roundtree.I really enjoyed this film as a child but as I got older I realized that this film is pretty cheesy and not very good. I would not recommend this film and the action is very very bad.,negative
182,The day has finally come for me to witness the perpetuation of Azumi's fate as an assassin fruition of her character and the ultimate attempt to draw me deeper into the world she rampaged through so mercilessly during the first saga.That's as poetical as I'll get when talking about Azumi 2 Death or Love because when I cringed over the heavy sentimentality of House of Flying Daggers and complained about the credibility of Aya Ueto portraying a blooddriven assassin after watching Azumi 2 I started to appreciate the previously mentioned shortcomings more than ever before.Not only does the determination of each assassin feels sluggish and uninspiring but also many important elements are omitted from the entire experience. In Azumi 1 we saw the assassins use various stealth tactics which is their number one priority as well as logic to make easy work of their marks with swift executions and quicker abilities to escape. But I won't hold that against this movie too much since the story is slightly tweaked this time around and many more obstacles are planted in Azumi's way to prevent her from reaching the warlord and displaying any signs of charisma. By the way Chiaki is foolishly shelved for the most part of the film and is basically playing a toned down version of Go Go minus the cool weapon and sense of menace.This brings me to the final blow which is the action simply disguised in the title as the 'Death' side of the epic. In the first half of the film we see the debut of many promising adversaries with flashy looks and even flashier weapons. To no one's surprise they meet their end one way or another but the film falls short when each of them start dying too fast and too easily. In Azumi 1 the young assassins were mostly overpowering the opposition with quick but somewhat satisfying battles and the final showdown between Azumi and Bijomaru in comparison to the fights in Azumi 2 was at least climaxed and worthwhile. Some interesting effects were introduced but they were unable to achieve innovation due to the shortness of each encounter. I am in no way knocking down the conventional style of samurai films with their quick and realistic battles but characters in both Azumi films were so imaginative and straight out of anime that the rules could have been broken and the action should have been further enriched.The romance side of Azumi is there to fill in time between the fight scenes and unfortunately at the end it serves no purpose nor provides a much needed resolution.As a fan with an open mind for wide variety of movies and animation I won't lie and I'll admit to my neutrality and unimpressiveness towards the first Azumi film but I'll step right up and say that after watching Azumi 2 the original was made to look like a flawless masterpiece. For what it's worth Azumi 2 Death or Love could have gone straight to video with its invisibly richer budget and a failed potential to add or even expand on the bumpy journey of desperate assassins doing their best to restore the peace with an unwavering courage to die trying.,negative
183,This has to be the worst piece of garbage I've seen in a while.Heath Ledger is a heartthrob He looked deformed. I wish I'd known that he and Naomi Watts are an item in real life because I spent 2 of the longest hours of my life wondering what she saw in him. Orlando Bloom is a heartthrob With the scraggly beard and deerintheheadlights look about him I can't say I agree.Rachel Griffiths was her usual fabulous self but Geoffrey Rush looked as if he couldn't wait to get off the set. I'm supposed to feel sorry for bankrobbers and murderers This is a far cry from Butch Cassidy which actually WAS an entertaining film. This was trite clicheridden and boring. We only stayed because we were convinced it would get better. It didn't.The last 1015 minutes or so were unintentionally hilarious. Heath and his gang are holed up in a frontier hotel and women and children are dying because of their presence. That's not funny. But it was funny when they walked out of the hotel with the armor on because all we could think of was the Black Knight from Monty Python and the Holy Grail. I kept waiting for them to say I'll bite yer leg off We were howling with laughter as were several other warped members of the audience. When we left pretty much everyone was talking about what a waste of time this film was.I may not have paid cash to see this disaster sneak preview but it certainly wasn't free. It cost me 2 hours of my life that I will never get back.,negative
184,A very ordinary madefortv product Tyson attempts to be a serious biopic while stretching the moments of angst for effect fast forwarding through the esoterics of the corrupt sport of boxing and muddling the sensationalistic stuff which is the only thing which makes Tyson even remotely interesting. A lukewarm watch at best which more likely to appeal to the general public than to boxing fans.,negative
185,I'm sure deep in the recesses of Jack Blacks mind the character of Nacho Libre is absolutely hilarious but no it isn't. You can tell ol Jacks having a whale of a time hammin it up playing a smarmy slimy Mexican friar with dreams of becoming a wrestler but this movie is a total misfire in just about every single department.I just sat there through most of the movie thinking Is this supposed to be funny and This is the guy from Tenacious D right. The truth is this film has NOTHING to offer. AT ALL It's a lousy script with crappy characters and really naff acting and direction. You'll watch endless moments where you think something funny is surely about to happen but it just doesn't. I was bored stupid about 10 minutes in but though it would surely pick up. It didn't. 90 minutes later I'd barely managed to stave off an aneurism it was that painful.It's like remember years ago when you'd see anything with your fave actor in it even some of their really early pap from before they were famous and you'd be really embarrassed that said actor was actually in such a load of plop. Yeah it's like that.I've enjoyed some of Jack Black's earlier movies like Shallow Hall and I'm really looking forward to seeing Pick of Destiny but come on man. If you do this to us again Jack I'm gonna have to come round there and hammer your kneecaps or something. At the least give you a serious talking to.I know it's a clich but this is one of the worst movies I've ever seen and for so many reasons....,negative
186,I haven't read the Anne Rice novel that this movie was based on but who knows maybe reading the book is cheaper than renting QUEEN OF THE DAMNED and is probably better for your health. It isn't that this movie is necessarily bad for your health but a book can be very relaxing and certainly exercises the active part of your brain more so than this movie. You can count the number of pages by Anne Rice that I've read on one hand but after seeing this movie and Interview with a Vampire I get the feeling that she writes really good novels. The plots for both movies hint at a whole sea of deep and interwoven vampire history.Still Stuart Townsend's voiceover narration gets a heck of a lot more annoying than Brad Pitt's vampire narrative ever did and you can tell that QUEEN OF THE DAMNED's limited production resources barely give enough flesh to the Anne Rice storyline. While Interview decided to go with lace and elegance QUEEN relies on low budget special effects that try really hard to be taken seriously. One can see that the original novel had potential as a movie and that the production team focused its attention in the wrong places. The costumes and rock  roll stage could have been replaced with more blood and an eerier soundtrack.However I'll give credit where credit is due. The soundtrack is excellent. Korn and Disturbed had me down with the sickness bobbing my noggin like Butthead.The film opens with a very cool Gothrock zoom  splice montage but after the first ten minutes or so the directing degenerates quickly. It's as if the movie was so long that the director realized that there wasn't enough time and enough money to do an Anne Rice novel justice. What results are some mediocre vampire scenes and plenty of cheesy special effects. Unfortunately QUEEN OF THE DAMNED fails to do the genre justice just as its John Carpenter counterparts fail to impress. Where are the yellow contacts Where's the pale blue makeup Scene after scene I shook my head reminiscing about the days of Salem's Lot and Fright Night when low budget was done right.There are redeeming qualities though that save this movie from being garbage. Props to Aaliyah and may her soul forever rest in peace. She might have become a renowned actress had her life not been taken from us so prematurely for she did give this movie a decent performance with plenty of nice belly dancing. Did I mention that the soundtrack was good Let's see what else can I say It wasn't too long. The Anne Rice novel could have easily been a three hour movie if an ambitious director like Francis Ford Coppola got his hands on it. There are a few twists and turns here and there in the plot. But all in all it was a legitimate rock and roll addition to the slew of secondrate vampire movies out there. The director of this movie went on to direct a new Battlestar Galactica mini series if that tells you anything.JYJimboduckdotcom,positive
187,While I count myself as a fan of the Babylon 5 television series the original movie that introduced the series was a weak start. Although many of the elements that would later mature and become much more compelling in the series are there the pace of The Gathering is slow the makeup somewhat inadequate and the plot confusing. Worse the characterization in the premiere episode is poor. Although the ratings chart shows that many fans are willing to overlook these problems I remember The Gathering almost turned me off off what soon grew into a spectacular series.,negative
188,Leonard Maltin gave this film a dreaded BOMB rating in his 1995 Movie and Video Guide. What film was he looking at Kid Vengeance or God's Gun are bombs. This film is a delight. It is fantastic. It is literate. It is well mounted. It is beautiful photographed making a brilliant use of colors. Right from the opening scene the film grabs your attention and tips you off that this film is a welldone satire of the whole Spaghetti Western genre. The film is played for laughs from the beginning to the end with homages to Douglas Fairbanks 77 Sunset Strip and the famous showdown in the Good the Bad and the Ugly. Edd Byrnes George Hilton and Gilbert Roland work brilliantly together to make the satire work. It is too bad Mr. Maltin rated this film so poorly as it is undeserved. One can only guess as to his reason. I suspect that he missed the point of the movie entirely and was expecting something more serious than this film is meant to be. Kudos belong to everyone involved in this project. This film is a little gem waiting to be discovered by people who care about literate movies and appreciate satire.,positive
189,I don't believe there has ever been a more evil or wicked television program to air in the United States as The 700 Club. They are today's equivalent to the Ku Klux Klan of the 20th century. Their hatred of all that is good and sweet and human and pure is beyond all ability to understand. Their daily constant attacks upon millions and millions of Americans as well as billions of humans the world over who don't happen to share their bigoted cruel monstrous and utterly insane view of humanity is beyond anything television has ever seen. The lies they spout and the ridiculous lies they try to pass off as truth such as the idea of life after death or god or sin or the devil is so preposterous that they actually seem mentally ill so lost are they in their fantasy. Sane people know that religion is a drug and shouldn't let themselves get addicted to that type of fantasy. However The 700 Club is in a class by itself. They are truly a cult. While I believe in freedom of speech they way they spread hatred lies disinformation and such fantastic ideas is beyond all limits. I hope that one day the American Psychiatric Association will finally take up the study of those people who delude themselves in this way people who let themselves sink so deeply into the fantasy land of religion that they no longer have any real concept of reality at all. Treatment for such afflicted individuals is sorely needed in this country as so many people have completely lost their minds to the fantasy of religion. The 700 Club though is even more horrible as it rises to the legal definition of 'cult' but due to The 700 Club's vast wealth conned daily from the millions of Americans locked in their deceitful grip they are above the law in this country. For those of you who have seen the movie The Matrix you know that movie was a metaphor for religion on earth the evil ones who are at the top of each of the religions who drain the ones they have trapped and cruelly abuse for their own selfish purposes and those millions who are held in a death sleep and slowly being drained of their life force represent those many people who belong to religions and who have lost all ability to perceive what is really going on around them.In less civil times the good townsfolk would have run such monsters as those associated with The 700 Club out of town with torches and pitchforks. But in today's world where people have lost all choice in their choices of television that is presented to them we have no way to rid ourselves of the 700 Club plague. The television ratings system and the V chip on TV's should also have a rating called R for religion so that rational people and concerned parents could easily screen such vile intellectual and brutal emotional rape such as presented by The 700 Club every day all over our country from themselves and their children.,negative
190,If you wish to see Shakespeare's masterpiece in its entirety I suggest you find this BBC version. Indeed it is overlong at four and a half hours but Jacoby's performance as Hamlet and Patrick Stewart's as Claudius are well worth the effort.It never ceases to amaze me how clear Hamlet is when you see it in its length and order as set down by the Bard. Every film version of Hamlet has tinkered with its structure. Olivier concentrated on Hamlet's indecision Gibson on his passions. Jacoby is able to pull all of these aspects of Hamlet's character together with the aid of Shakespeare's full script.Why does Hamlet not kill Claudius immediately Hamlet says I am very proud revengeful ambitious... Hamlet is extremely upset not only for his father's death and suspected murder or his mother's marriage to his uncle but also and mostly because Claudius has usurped the throne belonging to Hamlet. He is furious at his mother for marrying Claudius marriages between royal kin is not unknown done for political reasons but that her marriage solidified Claudius' claim to the throne before he could return from Wittenburg to claim it for himself. He is therefore impotent to do anything about it. And this is true even after he hears his father's ghost cry vengeance. He cannot simply kill the King or he will lose the throne in doing so. He must out the King's secret and here is the tragedy At the moment Hamlet is successful in displaying Claudius' guilt in public he has opportunity to kill him and does not. WHY He wants it ALL He wants revenge the throne AND the damnation of Claudius' soul in hell. Hamlet OVERREACHES himself in classic tragic form. His own HUBRIS is his undoing. He kills Polonius thinking it is Claudius and the rest of the play spirals down to the final deaths of Rosencrantz Guildenstern Ophelia Laertes Gertrude Claudius and Hamlet himself.,positive
